f,mag
-1.622966507178125000e+10,9.119846007917530306e-01
-1.602551834131250000e+10,9.093998265168816708e-01
-1.582137161084375000e+10,9.052131530616069899e-01
-1.561722488037500000e+10,8.989774868575216571e-01
-1.541307814990625000e+10,8.904580948704878818e-01
-1.520893141946875000e+10,8.789320428156787157e-01
-1.500478468900000000e+10,8.637888928070117656e-01
-1.480063795853125000e+10,8.439843558362828402e-01
-1.459649122806250000e+10,8.186597742010636169e-01
-1.439234449759375000e+10,7.870761635456385852e-01
-1.418819776715625000e+10,7.497075329241968955e-01
-1.398405103668750000e+10,7.090840212429412315e-01
-1.377990430621875000e+10,6.706824455289380760e-01
-1.357575757575000000e+10,6.415547335612593605e-01
-1.337161084528125000e+10,6.265181518059010912e-01
-1.316746411484375000e+10,6.249769141038149511e-01
-1.296331738437500000e+10,6.318500525588126582e-01
-1.275917065390625000e+10,6.414594052062210228e-01
-1.255502392343750000e+10,6.497126995741493438e-01
-1.235087719296875000e+10,6.548807405199411624e-01
-1.214673046253125000e+10,6.566278273771637419e-01
-1.194258373206250000e+10,6.561625793120736683e-01
-1.173843700159375000e+10,6.552302204035596045e-01
-1.153429027112500000e+10,6.566030882860185436e-01
-1.133014354065625000e+10,6.626748609066799300e-01
-1.112599681021875000e+10,6.753198174330501402e-01
-1.092185007975000000e+10,6.944884231056034363e-01
-1.071770334928125000e+10,7.185560797608532280e-01
-1.051355661881250000e+10,7.449733760805538063e-01
-1.030940988834375000e+10,7.711250142955375919e-01
-1.010526315790625000e+10,7.953888490807540235e-01
-9.901116427437500000e+09,8.166394316706228063e-01
-9.696969696968750000e+09,8.348168507050532927e-01
-9.492822966500000000e+09,8.498459791397018348e-01
-9.288676236031250000e+09,8.622522522632218855e-01
-9.084529505593750000e+09,8.722416916713389146e-01
-8.880382775125000000e+09,8.803374109326517205e-01
-8.676236044656250000e+09,8.867423557773689291e-01
-8.472089314187500000e+09,8.918145335998646228e-01
-8.267942583718750000e+09,8.957131965023990006e-01
-8.063795853281250000e+09,8.986221698356866572e-01
-7.859649122812500000e+09,9.006739336178319899e-01
-7.655502392343750000e+09,9.019022616819336591e-01
-7.451355661875000000e+09,9.024281343313664827e-01
-7.247208931406250000e+09,9.021600066975432597e-01
-7.043062200968750000e+09,9.012109816991862310e-01
-6.838915470500000000e+09,8.993855163424002708e-01
-6.634768740031250000e+09,8.967855725271535183e-01
-6.430622009562500000e+09,8.931357427593671350e-01
-6.226475279093750000e+09,8.885298286099598819e-01
-6.022328548656250000e+09,8.826552794455776452e-01
-5.818181818187500000e+09,8.756295427910919527e-01
-5.614035087718750000e+09,8.671854282028106375e-01
-5.409888357250000000e+09,8.575373252056902595e-01
-5.205741626781250000e+09,8.465651024187590412e-01
-5.001594896343750000e+09,8.346165745165384786e-01
-4.797448165875000000e+09,8.216833381123057611e-01
-4.593301435406250000e+09,8.080387374922145538e-01
-4.389154704937500000e+09,7.934439085466544750e-01
-4.185007974468750000e+09,7.776420008268750683e-01
-3.980861244031250000e+09,7.597518009586738952e-01
-3.776714513562500000e+09,7.386751701279041793e-01
-3.572567783093750000e+09,7.127569122598578222e-01
-3.368421052625000000e+09,6.800559560258413461e-01
-3.164274322156250000e+09,6.384523091574010323e-01
-2.960127591718750000e+09,5.862719064684952519e-01
-2.755980861250000000e+09,5.244162357876990255e-01
-2.551834130781250000e+09,4.602683855649491451e-01
-2.347687400312500000e+09,4.142047681300822792e-01
-2.143540669843750000e+09,4.141530049861877338e-01
-1.939393939406250000e+09,4.663985381335989389e-01
-1.735247208937500000e+09,5.455522079745916963e-01
-1.531100478468750000e+09,6.251157937032298939e-01
-1.326953748000000000e+09,6.926346224471465751e-01
-1.122807017531250000e+09,7.453248724736515340e-01
-9.186602870937500000e+08,7.849625133759289275e-01
-7.145135566250000000e+08,8.139697597751595071e-01
-5.103668261562500000e+08,8.348828608801603934e-01
-3.062200956875000000e+08,8.493235322248617880e-01
-1.020733652187500000e+08,8.586376235467454432e-01
1.020733652187500000e+08,8.633750492184769643e-01
3.062200956875000000e+08,8.638534754673516947e-01
5.103668261562500000e+08,8.596780676716920810e-01
7.145135566250000000e+08,8.500011893630274873e-01
9.186602870937500000e+08,8.329124114037183002e-01
1.122807017531250000e+09,8.051265685888815415e-01
1.326953748000000000e+09,7.608343743315140184e-01
1.531100478468750000e+09,6.905346764523064840e-01
1.735247208937500000e+09,5.815349590896928822e-01
1.939393939406250000e+09,4.320017299266273869e-01
2.143540669843750000e+09,3.188814332626410120e-01
2.347687400312500000e+09,3.995586041698434010e-01
2.551834130781250000e+09,5.633582078549257410e-01
2.755980861250000000e+09,6.921829487810797765e-01
2.960127591718750000e+09,7.764915472067107638e-01
3.164274322156250000e+09,8.298477869512339566e-01
3.368421052625000000e+09,8.641254547136620889e-01
3.572567783093750000e+09,8.865816840700306845e-01
3.776714513562500000e+09,9.016270114795944535e-01
3.980861244031250000e+09,9.116531963943615979e-01
4.185007974468750000e+09,9.182585959259856878e-01
4.389154704937500000e+09,9.221806069934488370e-01
4.593301435406250000e+09,9.240512798390783100e-01
4.797448165875000000e+09,9.239622772922638783e-01
5.001594896343750000e+09,9.221207752065141428e-01
5.205741626781250000e+09,9.182487964249896883e-01
5.409888357250000000e+09,9.122478639266268230e-01
5.614035087718750000e+09,9.034937237615182637e-01
5.818181818187500000e+09,8.915546990913912895e-01
6.022328548656250000e+09,8.754443909844256133e-01
6.226475279093750000e+09,8.545059018517465743e-01
6.430622009562500000e+09,8.278357697734285425e-01
6.634768740031250000e+09,7.956303985382117139e-01
6.838915470500000000e+09,7.589866801144677932e-01
7.043062200968750000e+09,7.212409705255597991e-01
7.247208931406250000e+09,6.864519251967203806e-01
7.451355661875000000e+09,6.584467333360578545e-01
7.655502392343750000e+09,6.380077371145576048e-01
7.859649122812500000e+09,6.237151219654157863e-01
8.063795853281250000e+09,6.127041643230535239e-01
8.267942583718750000e+09,6.035888587408907435e-01
8.472089314187500000e+09,5.969026603132712161e-01
8.676236044656250000e+09,5.964515540092072410e-01
8.880382775125000000e+09,6.072979990408369222e-01
9.084529505593750000e+09,6.332873113916270835e-01
9.288676236031250000e+09,6.725629523586368341e-01
9.492822966500000000e+09,7.186591431145918918e-01
9.696969696968750000e+09,7.638057088782748139e-01
9.901116427437500000e+09,8.032774568209638533e-01
1.010526315790625000e+10,8.350988615813932370e-01
1.030940988834375000e+10,8.597792916681518127e-01
1.051355661881250000e+10,8.782055857703694457e-01
1.071770334928125000e+10,8.918567479443634261e-01
1.092185007975000000e+10,9.015565472611306586e-01
1.112599681021875000e+10,9.083741523416647423e-01
1.133014354065625000e+10,9.126473921507201048e-01
1.153429027112500000e+10,9.150261894936018159e-01
1.173843700159375000e+10,9.154946101395590174e-01
1.194258373206250000e+10,9.144134380785803318e-01
1.214673046253125000e+10,9.115163359059573756e-01
1.235087719296875000e+10,9.069179536957793220e-01
1.255502392343750000e+10,9.001040208366929418e-01
1.275917065390625000e+10,8.908749306912639998e-01
1.296331738437500000e+10,8.783514402905870933e-01
1.316746411484375000e+10,8.618086989457208746e-01
1.337161084528125000e+10,8.397304778385734636e-01
1.357575757575000000e+10,8.105090772361244200e-01
1.377990430621875000e+10,7.717110665224818922e-01
1.398405103668750000e+10,7.209167020881536159e-01
1.418819776715625000e+10,6.560547003122902954e-01
1.439234449759375000e+10,5.777740765570213988e-01
1.459649122806250000e+10,4.926265850148044412e-01
1.480063795853125000e+10,4.165378845191197166e-01
1.500478468900000000e+10,3.722014411194773942e-01
1.520893141946875000e+10,3.724206546864284317e-01
1.541307814990625000e+10,4.061106914204460350e-01
1.561722488037500000e+10,4.529389797705214438e-01
1.582137161084375000e+10,4.999542375598410304e-01
1.602551834131250000e+10,5.420676943737051667e-01
1.622966507178125000e+10,5.783939186861427606e-01
1.643381180221875000e+10,6.092304261163166146e-01
1.663795853268750000e+10,6.354521109109684263e-01
1.684210526315625000e+10,6.573474320070842314e-01
1.704625199362500000e+10,6.753810531597723710e-01
1.725039872409375000e+10,6.892827069188863787e-01
1.745454545453125000e+10,6.990880796871281611e-01
1.765869218500000000e+10,7.041953345045414148e-01
1.786283891546875000e+10,7.043367232342582218e-01
1.806698564593750000e+10,6.987337004052083245e-01
1.827113237640625000e+10,6.870129943454035271e-01
1.847527910684375000e+10,6.688833526440877142e-01
1.867942583731250000e+10,6.456006338926610910e-01
1.888357256778125000e+10,6.211231020953815740e-01
1.908771929825000000e+10,6.041637287053638339e-01
1.929186602871875000e+10,6.062217857739198301e-01
1.949601275915625000e+10,6.335962356610794766e-01
1.970015948962500000e+10,6.800120673857248388e-01
1.990430622009375000e+10,7.321929367950927858e-01
2.010845295056250000e+10,7.797299455384578692e-01
2.031259968103125000e+10,8.184282135669221914e-01
2.051674641146875000e+10,8.481462812985264277e-01
2.072089314193750000e+10,8.703030049379558708e-01
2.092503987240625000e+10,8.866028344160887809e-01
2.112918660287500000e+10,8.983743916730166923e-01
2.133333333334375000e+10,9.067360682153673412e-01
2.153748006378125000e+10,9.122927487270631186e-01
2.174162679425000000e+10,9.156188533917101191e-01
2.194577352471875000e+10,9.168093458791436445e-01
2.214992025518750000e+10,9.160734286149149197e-01
2.235406698565625000e+10,9.130942754335286127e-01
2.255821371609375000e+10,9.076984482162790968e-01
2.276236044656250000e+10,8.990067319009876767e-01
2.296650717703125000e+10,8.861136254786533550e-01
2.317065390750000000e+10,8.669216112093567350e-01
2.337480063796875000e+10,8.386185948518440902e-01
2.357894736840625000e+10,7.958635658063440976e-01
2.378309409887500000e+10,7.306782519561333400e-01
2.398724082934375000e+10,6.302953455078462719e-01
2.419138755981250000e+10,4.803595033392826785e-01
2.439553429028125000e+10,2.770118373071511764e-01
2.459968102071875000e+10,9.620212602453676043e-02
2.480382775118750000e+10,2.437580967929208198e-01
