t,Re_p1,Im_p1,Re_p2,Im_p2,g_t
-2.656250000000000000e-01,-7.561051163926313986e-04,-5.387889461638584220e-04,-1.226657306739771525e-04,-1.131216432486906089e-03,0.000000000000000000e+00
-2.500000000000000000e-01,7.950821410746695397e-04,5.636591636101485328e-04,1.327027558911467718e-04,1.210440072256799846e-03,0.000000000000000000e+00
-2.343750000000000000e-01,-8.368378381227298528e-04,-5.951863594099459677e-04,-1.505516323047130262e-04,-1.303567860795210335e-03,0.000000000000000000e+00
-2.187500000000000000e-01,8.789091421318084765e-04,6.298581992643314479e-04,1.687620725468738441e-04,1.416246272979198619e-03,0.000000000000000000e+00
-2.031250000000000000e-01,-9.257577702977703733e-04,-6.638365887997975520e-04,-1.827632979283418124e-04,-1.543840423420987391e-03,0.000000000000000000e+00
-1.875000000000000000e-01,9.844549433183334437e-04,7.006935922204728107e-04,1.998970761995967225e-04,1.683157984846583638e-03,0.000000000000000000e+00
-1.718750000000000000e-01,-1.055171584651461505e-03,-7.488043965305799052e-04,-2.295826142993649145e-04,-1.844335623711072921e-03,0.000000000000000000e+00
-1.562500000000000000e-01,1.131702276313900635e-03,8.101463626553495221e-04,2.696263340031837498e-04,2.043582595065164195e-03,0.000000000000000000e+00
-1.406250000000000000e-01,-1.214436791498530073e-03,-8.778942558291255105e-04,-3.116554511612368251e-04,-2.288276836359938449e-03,0.000000000000000000e+00
-1.250000000000000000e-01,1.317130392434480001e-03,9.504177279038773145e-04,3.589168361042777491e-04,2.580526074407871011e-03,0.000000000000000000e+00
-1.093750000000000000e-01,-1.453903247783123109e-03,-1.042895847916388424e-03,-4.288224762552082119e-04,-2.938185416986000692e-03,0.000000000000000000e+00
-9.375000000000000000e-02,1.624450293062669557e-03,1.176045308903032839e-03,5.365272093048600865e-04,3.405958366558568817e-03,0.000000000000000000e+00
-7.812500000000000000e-02,-1.827487135624813281e-03,-1.357285920890466489e-03,-6.891792376104232494e-04,-4.049495717603509778e-03,0.000000000000000000e+00
-6.250000000000000000e-02,2.097905962553951644e-03,1.596177180028869255e-03,9.119414653875031543e-04,4.967988765267687332e-03,0.000000000000000000e+00
-4.687500000000000000e-02,-2.533457657605429989e-03,-1.974055624545246850e-03,-1.302141267282940938e-03,-6.379560787317079852e-03,0.000000000000000000e+00
-3.125000000000000000e-02,3.360683886242055596e-03,2.812627023870645313e-03,2.187495997380285370e-03,8.915464849411398537e-03,0.000000000000000000e+00
-1.562500000000000000e-02,-5.812028688062864830e-03,-5.968787145370236386e-03,-5.377720045072898435e-03,-1.535401456206461970e-02,0.000000000000000000e+00
0.000000000000000000e+00,-7.962833200788058119e-02,2.528717017771500708e-01,-1.535081520419735203e-02,2.536069035172995312e-01,1.000000000000000000e+00
1.562500000000000000e-02,-7.470016338156458546e-02,2.645831993606780341e-01,-1.726538644127120900e-03,2.267647710867409516e-01,1.000000000000000000e+00
3.125000000000000000e-02,1.514033115895916867e-02,2.973663412749686930e-01,-9.878446412323636794e-02,1.472035602647653596e-01,1.000000000000000000e+00
4.687500000000000000e-02,-6.046064089696546323e-02,2.224712132928337305e-01,-9.589909009598013290e-02,2.153630474090673097e-01,1.000000000000000000e+00
6.250000000000000000e-02,-1.242115234958027919e-01,2.236512929241614156e-01,-1.559523999706957653e-01,2.751519737624196216e-01,1.000000000000000000e+00
7.812500000000000000e-02,-1.090524032129836923e-01,1.709291048933769264e-01,-1.415424847002788866e-01,3.222922904222371709e-01,1.000000000000000000e+00
9.375000000000000000e-02,-1.219480322291544988e-01,1.058473448852526866e-01,-1.040294999950895083e-01,3.304473787391259965e-01,1.000000000000000000e+00
1.093750000000000000e-01,-1.104622480558839492e-01,1.113071926479497625e-01,-1.182751935936618287e-01,2.439573194122436339e-01,1.000000000000000000e+00
1.250000000000000000e-01,-1.500830183730602896e-01,1.191225095198941292e-01,-1.063533764343784493e-01,1.994691251421832900e-01,1.000000000000000000e+00
1.406250000000000000e-01,-1.734921751997147155e-01,2.213847576906856907e-01,-3.763779201129077018e-02,1.774064986528111620e-01,1.000000000000000000e+00
1.562500000000000000e-01,-2.001366717483400726e-01,2.302726096612779105e-01,-8.974366409714902570e-02,1.223142349590667644e-01,1.000000000000000000e+00
1.718750000000000000e-01,-1.328451834217853622e-01,2.429366229351947459e-01,-1.315695956510591069e-01,7.216225325030679871e-02,1.000000000000000000e+00
1.875000000000000000e-01,-8.673054257372003750e-02,2.460363861905995597e-01,-1.537853445694051524e-01,3.884074726775869901e-02,1.000000000000000000e+00
2.031250000000000000e-01,-1.705179572606667013e-02,2.261644207282552665e-01,-1.931346369004285912e-01,9.390629715979549250e-03,1.000000000000000000e+00
2.187500000000000000e-01,-2.059318646335992192e-03,1.951872812752937503e-01,-1.969038101140778985e-01,2.358620472339695295e-02,1.000000000000000000e+00
2.343750000000000000e-01,1.007981897463818000e-02,1.936416656339938480e-01,-1.840059248299878714e-01,-1.032140979652809432e-01,1.000000000000000000e+00
2.500000000000000000e-01,-4.052901368967624929e-02,1.708696904325617272e-01,-2.163989529644111676e-01,2.270234798266415523e-03,1.000000000000000000e+00
2.656250000000000000e-01,-9.384315082189322033e-02,1.276210112932963936e-01,-2.374152155938731579e-01,4.233607192308391082e-02,1.000000000000000000e+00
2.812500000000000000e-01,-1.008072537908760308e-01,9.809268284375763369e-02,-2.408616356579982853e-01,7.764382301803035569e-02,1.000000000000000000e+00
2.968750000000000000e-01,-6.152979564624356384e-02,8.526785850424772883e-02,-2.579149659577412157e-01,8.373175854093245496e-02,1.000000000000000000e+00
3.125000000000000000e-01,-1.443180626903709518e-01,2.716981794464635655e-02,-2.618875937977258594e-01,4.892037299492670022e-02,1.000000000000000000e+00
3.281250000000000000e-01,-1.928309689497246515e-01,1.419718537454359511e-02,-2.984555596175705316e-01,8.656561172465501719e-02,1.000000000000000000e+00
3.437500000000000000e-01,-1.184642093360719906e-01,6.285394502009919449e-02,-3.575529160986390398e-01,7.617489481152794895e-02,1.000000000000000000e+00
3.593750000000000000e-01,-1.740476289812530608e-01,7.776190381247448380e-02,-4.066965618155536366e-01,8.988429892534167964e-02,1.000000000000000000e+00
3.750000000000000000e-01,-3.036392362144318402e-01,1.169842556810528345e-01,-4.648178098293817007e-01,4.582308067905187243e-02,1.000000000000000000e+00
3.906250000000000000e-01,-3.367604461405923066e-01,9.621096570106861534e-02,-5.137431442358815215e-01,6.752475217071182700e-02,1.000000000000000000e+00
4.062500000000000000e-01,-2.939102957569275087e-01,5.258816303708126194e-02,-4.652222016303453889e-01,6.859990388777667536e-02,1.000000000000000000e+00
4.218750000000000000e-01,-3.265533638720731768e-01,3.731606304526168677e-02,-4.788668045582279986e-01,3.668460585145682379e-02,1.000000000000000000e+00
4.375000000000000000e-01,-3.387972520961620715e-01,6.588375039816860013e-02,-5.373765768447654745e-01,5.081971503645806715e-02,1.000000000000000000e+00
4.531250000000000000e-01,-3.810508332978520540e-01,4.890048710428272077e-02,-5.456582103772553705e-01,4.601274286213431763e-02,1.000000000000000000e+00
4.687500000000000000e-01,-4.544065116336996057e-01,3.306203106693297866e-02,-5.222157878763937777e-01,-1.190316338893929540e-04,1.000000000000000000e+00
4.843750000000000000e-01,-3.677543847154861600e-01,2.548985640306799041e-02,-5.739431590493121460e-01,-4.229903952316701327e-02,1.000000000000000000e+00
5.000000000000000000e-01,-3.467096171071085142e-01,-1.225746792286699569e-03,-5.730506301018732929e-01,-8.298628575810663988e-02,1.000000000000000000e+00
5.156250000000000000e-01,-3.904803831795453095e-01,-6.207850298881972123e-03,-6.220750080894558165e-01,-2.721897507033668034e-02,1.000000000000000000e+00
5.312500000000000000e-01,-3.727058205423781634e-01,1.834820180183939844e-02,-6.468513199240900624e-01,-7.545193137077671475e-02,1.000000000000000000e+00
5.468750000000000000e-01,-3.520115570272897565e-01,1.518395572432085783e-01,-6.704712204770488793e-01,1.039879437909142822e-03,1.000000000000000000e+00
5.625000000000000000e-01,-3.470610167039165916e-01,1.671483407580497127e-01,-6.723519901924921438e-01,9.973847473382797466e-03,1.000000000000000000e+00
5.781250000000000000e-01,-3.341673233082255168e-01,1.271731195505263479e-01,-7.029917508874157228e-01,4.039325359269242688e-03,1.000000000000000000e+00
5.937500000000000000e-01,-3.360747575745573479e-01,1.751724669240641852e-01,-7.215949192151197567e-01,-3.401688154332770889e-03,1.000000000000000000e+00
6.093750000000000000e-01,-3.640247771574391944e-01,1.694751100706601010e-01,-7.086770643478050857e-01,-3.411026262916606877e-02,1.000000000000000000e+00
6.250000000000000000e-01,-3.379090008690563973e-01,2.186551569057550715e-01,-6.976070411313051167e-01,-7.518383341821092969e-02,1.000000000000000000e+00
6.406250000000000000e-01,-3.246071947722935502e-01,2.299351267443269231e-01,-6.656086344917313546e-01,-1.577265018740425517e-01,1.000000000000000000e+00
6.562500000000000000e-01,-3.415559046186625314e-01,2.192326544668543598e-01,-6.527115203557150025e-01,-1.501419222914243679e-01,1.000000000000000000e+00
6.718750000000000000e-01,-3.077539364430892932e-01,2.054114940975725334e-01,-6.422948082591111163e-01,-1.255209387870738769e-01,1.000000000000000000e+00
6.875000000000000000e-01,-2.518444147164274893e-01,1.662598687070950543e-01,-6.477620648169889472e-01,-1.887142606332997130e-01,1.000000000000000000e+00
7.031250000000000000e-01,-2.349271675569633844e-01,1.794967900479325362e-01,-6.100827698547114375e-01,-1.718962154680603871e-01,1.000000000000000000e+00
7.187500000000000000e-01,-2.017982234184793056e-01,2.813557061186963693e-01,-5.975331570792072888e-01,-1.478066696476326991e-01,1.000000000000000000e+00
7.343750000000000000e-01,-1.597724358892827212e-01,2.499466298875999415e-01,-5.896629277758802523e-01,-1.139114474813448380e-01,1.000000000000000000e+00
7.500000000000000000e-01,-1.264456911912160975e-01,2.122269632799510253e-01,-6.397107077074136727e-01,-1.427301230951121824e-01,1.000000000000000000e+00
7.656250000000000000e-01,-1.254744004111768840e-01,2.122008129909232488e-01,-6.125641255307037181e-01,-1.536281160424239622e-01,1.000000000000000000e+00
7.812500000000000000e-01,-1.752979921368292560e-01,2.049801493104882744e-01,-5.040203437323188540e-01,-2.030039832290949087e-01,1.000000000000000000e+00
7.968750000000000000e-01,-1.391079169780700120e-01,2.525659734393578271e-01,-5.470639842845950174e-01,-1.957277338267943145e-01,1.000000000000000000e+00
8.125000000000000000e-01,-1.247219179078140477e-01,2.156720423810524201e-01,-5.482605339886591489e-01,-1.534313699375765561e-01,1.000000000000000000e+00
8.281250000000000000e-01,-1.549543198481516115e-01,2.105729553224672534e-01,-5.212568981870961959e-01,-1.549257740320083010e-01,1.000000000000000000e+00
8.437500000000000000e-01,-1.660535140872279880e-01,1.977690974297027504e-01,-5.141301101853855693e-01,-1.497880883640429484e-01,1.000000000000000000e+00
8.593750000000000000e-01,-1.164469611686950734e-01,1.616866530091863041e-01,-4.999333948309566122e-01,-1.040700402608967789e-01,1.000000000000000000e+00
8.750000000000000000e-01,-1.201004568866011896e-01,1.619630867487310000e-01,-4.329455907297314887e-01,-1.838315298653592569e-02,1.000000000000000000e+00
8.906250000000000000e-01,-1.981291465834197352e-01,1.563997540822834875e-01,-4.416859941790307054e-01,-8.207783089837498991e-02,1.000000000000000000e+00
9.062500000000000000e-01,-1.993299291844503607e-01,1.756097136564509775e-01,-4.274229725252925993e-01,-4.958429759778870682e-02,1.000000000000000000e+00
9.218750000000000000e-01,-1.659228143133349986e-01,1.867197397053562136e-01,-4.735246215846714013e-01,-7.207082220473277900e-02,1.000000000000000000e+00
9.375000000000000000e-01,-1.930926817697243836e-01,1.950257104347764281e-01,-4.971989506821146154e-01,-9.777322227059996596e-02,1.000000000000000000e+00
9.531250000000000000e-01,-2.122291083232978326e-01,1.728575318545280959e-01,-4.776105411412244206e-01,-5.945722244543576174e-02,1.000000000000000000e+00
9.687500000000000000e-01,-2.385875206999684417e-01,1.951636571892864658e-01,-5.102475666991428405e-01,-8.085478021053023323e-02,1.000000000000000000e+00
9.843750000000000000e-01,-2.477448741446815761e-01,1.278282069574360191e-01,-5.586453254121730438e-01,-4.917094263502352208e-02,1.000000000000000000e+00
1.000000000000000000e+00,-2.100841929560907095e-01,-1.356650012377212389e-01,-5.482034689505884684e-01,-3.101071367483216323e-01,0.000000000000000000e+00
1.015625000000000000e+00,-2.521328114155166333e-01,-2.081736626538711332e-01,-5.587716497442648533e-01,-2.522121988331140763e-01,0.000000000000000000e+00
1.031250000000000000e+00,-2.629208897540096235e-01,-2.063187404898008670e-01,-5.122832198594202691e-01,-2.117869307290498049e-01,0.000000000000000000e+00
1.046875000000000000e+00,-1.514131282228348419e-01,-1.058132522584117330e-01,-5.033234078231347830e-01,-3.313165662662689304e-01,0.000000000000000000e+00
1.062500000000000000e+00,-1.242908425211112361e-01,-1.159195604977171917e-01,-4.668824602263115797e-01,-4.268454205663934076e-01,0.000000000000000000e+00
1.078125000000000000e+00,-1.314241574664141987e-01,-3.911623040495443293e-02,-4.916396833984035264e-01,-4.799956417568180811e-01,0.000000000000000000e+00
1.093750000000000000e+00,-6.362934539809354806e-02,-4.710427321362751357e-02,-5.780467965206959047e-01,-4.676418332530846711e-01,0.000000000000000000e+00
1.109375000000000000e+00,-1.248922005456489237e-01,-7.468818929903710269e-02,-5.115007968895000090e-01,-3.196525858684881594e-01,0.000000000000000000e+00
1.125000000000000000e+00,-9.057140650158283790e-02,-9.068505008996606553e-02,-5.526512317057319379e-01,-2.517275866017521513e-01,0.000000000000000000e+00
1.140625000000000000e+00,-4.687506104551082686e-02,-1.838968617695411201e-01,-5.864755088140546357e-01,-1.927046201533858805e-01,0.000000000000000000e+00
1.156250000000000000e+00,-6.013662778718734114e-02,-1.708551127748989262e-01,-5.166158167860388506e-01,-7.610070683956257631e-02,0.000000000000000000e+00
1.171875000000000000e+00,-1.290778843312548607e-01,-2.281008630221976752e-01,-4.433908594825744509e-01,-6.116540183930829766e-02,0.000000000000000000e+00
1.187500000000000000e+00,-2.127865798899811201e-01,-2.989794273092447052e-01,-4.156786466322510698e-01,-3.069559503704202396e-03,0.000000000000000000e+00
1.203125000000000000e+00,-2.771279367772188085e-01,-2.364822761635568815e-01,-3.914089267891279200e-01,-5.161562108160328705e-02,0.000000000000000000e+00
1.218750000000000000e+00,-3.052837773854822911e-01,-2.375782530358010736e-01,-3.909843100082034395e-01,-4.518762659640503110e-02,0.000000000000000000e+00
1.234375000000000000e+00,-3.507164541946700687e-01,-1.818787034107783862e-01,-4.051489917115350670e-01,1.035040608783335120e-01,0.000000000000000000e+00
1.250000000000000000e+00,-3.104724131377078478e-01,-1.760491445844799552e-01,-3.387410936052107080e-01,-8.541932331342434737e-03,0.000000000000000000e+00
1.265625000000000000e+00,-2.283597336436583580e-01,-1.511230048346253463e-01,-2.580368504084248893e-01,-6.243460095322250769e-02,0.000000000000000000e+00
1.281250000000000000e+00,-2.609692009756798825e-01,-9.234484472218076889e-02,-2.342454410104334306e-01,-1.377623623265563924e-01,0.000000000000000000e+00
1.296875000000000000e+00,-3.440930298094782569e-01,-8.712797853286806393e-02,-2.180570797086351098e-01,-1.510526239762249034e-01,0.000000000000000000e+00
1.312500000000000000e+00,-2.845016563878282057e-01,-3.291944117388833496e-02,-1.826264175447383231e-01,-1.215700659768680914e-01,0.000000000000000000e+00
1.328125000000000000e+00,-1.910551877897062323e-01,2.129005584480888821e-02,-9.400001740893085267e-02,-1.423602196816203813e-01,0.000000000000000000e+00
1.343750000000000000e+00,-2.520393898412909839e-01,-4.776597782767172742e-03,2.737715935685398894e-02,-1.357619898563580674e-01,0.000000000000000000e+00
1.359375000000000000e+00,-1.891650446060700874e-01,5.122931829161508216e-02,1.017662564420909327e-01,-1.994754625089444344e-01,0.000000000000000000e+00
1.375000000000000000e+00,-6.711940759742833496e-02,-1.152487732419942013e-02,1.240951920413289056e-01,-2.153733397996265841e-01,0.000000000000000000e+00
1.390625000000000000e+00,-3.542418430120308770e-02,1.051621906940472355e-02,2.006110430475875894e-01,-2.698247548453213684e-01,0.000000000000000000e+00
1.406250000000000000e+00,-1.007426763557666138e-01,8.624921692796129469e-02,1.361352079043465224e-01,-3.003700846372849842e-01,0.000000000000000000e+00
1.421875000000000000e+00,-4.285446319024992928e-02,1.421708342294681626e-01,1.278264145295563425e-01,-3.163490605488019636e-01,0.000000000000000000e+00
1.437500000000000000e+00,-3.809817518620840088e-02,9.638699526108733540e-02,1.669421554951064646e-01,-2.772739024290790666e-01,0.000000000000000000e+00
1.453125000000000000e+00,-4.250485403304620630e-02,1.116802576136784186e-01,2.112969144372000563e-01,-2.820588222299124648e-01,0.000000000000000000e+00
1.468750000000000000e+00,2.336972254005482974e-02,8.694347369638669165e-02,2.324109749092810040e-01,-2.328409668470438898e-01,0.000000000000000000e+00
1.484375000000000000e+00,-6.126815099646511220e-02,6.711716626382424611e-02,2.842103929024333286e-01,-1.537470058462754585e-01,0.000000000000000000e+00
1.500000000000000000e+00,-1.468951187763633259e-01,1.215141239197359557e-01,2.482631562212919973e-01,-1.189649399450022071e-01,0.000000000000000000e+00
1.515625000000000000e+00,-1.044229631415411752e-01,1.302906014417442027e-01,2.879842925704184653e-01,-1.876794460015429600e-01,0.000000000000000000e+00
1.531250000000000000e+00,-1.529457283516022781e-01,1.392926837050615929e-01,2.949270795484761898e-01,-1.519293529236537266e-01,0.000000000000000000e+00
1.546875000000000000e+00,-1.983634706411733228e-01,9.319972298497248772e-03,3.123313370838988190e-01,-2.673538664657927333e-01,0.000000000000000000e+00
1.562500000000000000e+00,-2.287797269823088619e-01,-2.378860493671464474e-02,3.693563677962909964e-01,-2.770026185963003762e-01,0.000000000000000000e+00
1.578125000000000000e+00,-2.907273654441592248e-01,1.934722356761971185e-02,3.929265334697136236e-01,-3.009467498297251353e-01,0.000000000000000000e+00
1.593750000000000000e+00,-3.174156432694794083e-01,-3.268233787282911335e-02,4.054971444502540323e-01,-3.105514019562146122e-01,0.000000000000000000e+00
1.609375000000000000e+00,-3.117014195047792535e-01,3.228151018865185740e-02,3.307594390784838745e-01,-3.056546407953234512e-01,0.000000000000000000e+00
1.625000000000000000e+00,-3.670788416148086375e-01,8.990796055654056568e-03,2.555021379940504156e-01,-2.658849623191915645e-01,0.000000000000000000e+00
1.640625000000000000e+00,-4.227694751419071584e-01,4.311376315726464514e-02,2.274671012286014204e-01,-2.252137501227982619e-01,0.000000000000000000e+00
1.656250000000000000e+00,-4.069347786272512479e-01,4.701719257523891138e-02,2.053836394629982021e-01,-2.498191023743356332e-01,0.000000000000000000e+00
1.671875000000000000e+00,-3.823368387805492485e-01,6.771513229480793927e-02,2.409845293897595053e-01,-2.350023404185779263e-01,0.000000000000000000e+00
1.687500000000000000e+00,-4.177626093144282682e-01,8.265248010116535426e-02,2.746033999128439929e-01,-1.568106589483103663e-01,0.000000000000000000e+00
1.703125000000000000e+00,-4.322698225761160140e-01,1.170870773552052380e-01,2.080741299131284305e-01,-1.236836884307645212e-01,0.000000000000000000e+00
1.718750000000000000e+00,-4.602960629292478512e-01,-7.874506056913826600e-04,1.773897564612664512e-01,-1.727437113257959955e-01,0.000000000000000000e+00
1.734375000000000000e+00,-5.115493807334409171e-01,-3.136366562116159329e-02,1.744185453862947544e-01,-2.439976693636282667e-01,0.000000000000000000e+00
1.750000000000000000e+00,-5.665491589114435289e-01,4.798137837257263755e-02,2.207889863026080424e-01,-2.043482417616038771e-01,0.000000000000000000e+00
1.765625000000000000e+00,-5.610381840088033423e-01,1.996791819464815293e-02,1.697806326247320030e-01,-2.122724019676944518e-01,0.000000000000000000e+00
1.781250000000000000e+00,-5.254700801759958351e-01,4.254441179515141419e-02,8.674136017817628275e-02,-1.551015530317343960e-01,0.000000000000000000e+00
1.796875000000000000e+00,-5.748400502707292636e-01,-4.913263005585586859e-03,1.063420676274477589e-01,-1.468345186285199555e-01,0.000000000000000000e+00
1.812500000000000000e+00,-5.820183420945342911e-01,1.514875867018349205e-02,4.501298901451181861e-02,-2.109400703487558371e-01,0.000000000000000000e+00
1.828125000000000000e+00,-5.580755476719773123e-01,-1.137231064300583093e-02,3.149086836979043263e-02,-1.917610143562275271e-01,0.000000000000000000e+00
1.843750000000000000e+00,-5.182438363822504668e-01,-8.973691267770299643e-03,2.621660916001238364e-02,-1.865160687465592659e-01,0.000000000000000000e+00
1.859375000000000000e+00,-5.757879140733250800e-01,-2.786192934062158358e-02,-1.022552271951409145e-02,-2.363559449258890999e-01,0.000000000000000000e+00
1.875000000000000000e+00,-5.799625813843937161e-01,-1.359633521573434291e-02,-7.016908975171416707e-02,-2.813566901867696202e-01,0.000000000000000000e+00
1.890625000000000000e+00,-5.396733124355984623e-01,-1.595531436060451322e-02,-9.040653671183387918e-02,-2.651250968573920508e-01,0.000000000000000000e+00
1.906250000000000000e+00,-5.712648504066321076e-01,-2.531689102467219940e-02,-1.206010389437828373e-01,-3.291668127035587976e-01,0.000000000000000000e+00
1.921875000000000000e+00,-6.096198223371196434e-01,-3.639999344668411879e-02,-1.424845788658194168e-01,-2.824152895592981771e-01,0.000000000000000000e+00
1.937500000000000000e+00,-5.872876470061655363e-01,-8.079796388032131627e-02,-1.107165758461231553e-01,-2.806219793694782472e-01,0.000000000000000000e+00
1.953125000000000000e+00,-5.554268003712775625e-01,-7.354642893061980047e-02,-1.082789802994725964e-01,-3.008994433598660145e-01,0.000000000000000000e+00
1.968750000000000000e+00,-5.416154832204072012e-01,-1.212481635651661005e-01,-8.139700568618311871e-02,-2.367840107109751291e-01,0.000000000000000000e+00
1.984375000000000000e+00,-4.966976815018397384e-01,-4.071009138179742387e-02,-2.932616331176882488e-02,-2.457568745733137439e-01,0.000000000000000000e+00
2.000000000000000000e+00,-4.683698109230760576e-01,9.481355470964858596e-04,-6.669131381667037228e-02,-2.433533882574637208e-01,0.000000000000000000e+00
2.015625000000000000e+00,-3.885783237830870429e-01,6.073944587664479450e-02,-8.112109275438578182e-02,-2.864338650823443633e-01,0.000000000000000000e+00
2.031250000000000000e+00,-4.648884304161584602e-01,7.242881950045918296e-03,-4.012533720327428333e-02,-2.675413311506814606e-01,0.000000000000000000e+00
2.046875000000000000e+00,-5.099898311643070725e-01,-2.814972306686518155e-02,-7.625752461193859022e-02,-2.148147924647103857e-01,0.000000000000000000e+00
2.062500000000000000e+00,-4.731820586197867939e-01,-5.957329585636495645e-02,-6.042029038996811485e-02,-1.667173657069117021e-01,0.000000000000000000e+00
2.078125000000000000e+00,-4.636601555614817682e-01,-8.506437192710411543e-02,-6.395188225701235740e-02,-1.266134696997395226e-01,0.000000000000000000e+00
2.093750000000000000e+00,-5.111642539761733772e-01,-3.033193631140072150e-02,8.069458396734306704e-03,-1.292706936274735097e-01,0.000000000000000000e+00
2.109375000000000000e+00,-4.515666088299776781e-01,2.786316791057440179e-02,-2.119661429012257778e-02,-1.789760269254435932e-01,0.000000000000000000e+00
2.125000000000000000e+00,-4.481688491451591427e-01,1.399528469358885668e-02,-1.154492345379102940e-02,-2.391323053075342653e-01,0.000000000000000000e+00
2.140625000000000000e+00,-4.719473786251264236e-01,5.194391465763587706e-02,-3.463598608853581118e-02,-2.824640050027569238e-01,0.000000000000000000e+00
2.156250000000000000e+00,-3.985585137330467931e-01,2.069751463952061027e-02,-7.561935074534779921e-02,-3.675556118202247813e-01,0.000000000000000000e+00
2.171875000000000000e+00,-4.622517825225948562e-01,9.012978884910395616e-02,-7.728639838319660560e-02,-3.167738851350326845e-01,0.000000000000000000e+00
2.187500000000000000e+00,-4.627805963203668882e-01,1.644877034290833373e-01,-1.166213049212412034e-01,-3.315132884785688683e-01,0.000000000000000000e+00
2.203125000000000000e+00,-5.065730656207545479e-01,8.112772498661408038e-02,-6.817671623695253924e-02,-2.173018299970995437e-01,0.000000000000000000e+00
2.218750000000000000e+00,-4.937760428762172360e-01,1.293672798794417989e-01,-6.516527197946041239e-02,-2.348801009309895160e-01,0.000000000000000000e+00
2.234375000000000000e+00,-4.503929152428562399e-01,9.249031590608988718e-02,-6.547047675628318852e-02,-2.380976677973696831e-01,0.000000000000000000e+00
2.250000000000000000e+00,-4.978281709833161095e-01,1.129957591910021597e-01,-8.545765940233782110e-02,-2.664566788258309615e-01,0.000000000000000000e+00
2.265625000000000000e+00,-5.212269787309865565e-01,1.138437804163807410e-01,-1.897859741391009492e-01,-2.386543583954339465e-01,0.000000000000000000e+00
2.281250000000000000e+00,-4.569064462159385664e-01,4.546561633481779885e-02,-2.327112129267161211e-01,-2.109375411636815467e-01,0.000000000000000000e+00
2.296875000000000000e+00,-4.187226222340859061e-01,5.002953865217715096e-02,-2.420247981554486394e-01,-1.743260992577977397e-01,0.000000000000000000e+00
2.312500000000000000e+00,-3.842262349612061700e-01,5.486063434970846198e-02,-2.652751574512356991e-01,-1.777515179773769827e-01,0.000000000000000000e+00
2.328125000000000000e+00,-4.726137739591560472e-01,-6.664587961111934425e-03,-3.451570939597018439e-01,-2.096620797187595808e-01,0.000000000000000000e+00
2.343750000000000000e+00,-4.799169091410683818e-01,-3.861183236051281276e-02,-4.145168399081040067e-01,-2.338093372891792698e-01,0.000000000000000000e+00
2.359375000000000000e+00,-4.113739005182025510e-01,-9.930039870818428704e-02,-4.110609254181485928e-01,-1.888861474268032914e-01,0.000000000000000000e+00
2.375000000000000000e+00,-3.837052890758158030e-01,-6.481051306088474184e-02,-3.376485588101643676e-01,-1.307484500009127859e-01,0.000000000000000000e+00
2.390625000000000000e+00,-3.823925713906837776e-01,-1.226336472358062896e-01,-3.982865407033008287e-01,-1.060484610777463754e-01,0.000000000000000000e+00
2.406250000000000000e+00,-3.718218654983984628e-01,-1.210539238302792836e-01,-3.938553916493265361e-01,-1.169430211539998071e-01,0.000000000000000000e+00
2.421875000000000000e+00,-3.825792799594415206e-01,-1.300287475658118697e-01,-3.668281180182480505e-01,-8.199823847352329109e-02,0.000000000000000000e+00
2.437500000000000000e+00,-3.523082046540128576e-01,-8.904207937100437620e-02,-3.374443239424016472e-01,-8.924385050309147083e-02,0.000000000000000000e+00
2.453125000000000000e+00,-3.104457574170736978e-01,-1.285944697624436146e-02,-3.745685163216780911e-01,-3.908275885651088521e-02,0.000000000000000000e+00
2.468750000000000000e+00,-3.022552594782681457e-01,3.051285132378393772e-02,-3.831366622311603853e-01,-1.764896515910069699e-02,0.000000000000000000e+00
2.484375000000000000e+00,-3.158788448167743623e-01,7.538231985009172242e-02,-4.053645356354378393e-01,-9.877979760514594976e-02,0.000000000000000000e+00
2.500000000000000000e+00,-2.890577826244573045e-01,4.862674685606866581e-02,-4.265615531913213299e-01,-8.342405155645460368e-02,0.000000000000000000e+00
2.515625000000000000e+00,-2.618756404291486817e-01,4.119176673302390318e-02,-4.235428943616290076e-01,-8.705728580957604323e-02,0.000000000000000000e+00
2.531250000000000000e+00,-2.465445624592813023e-01,2.991024742993655949e-02,-4.064559112368990035e-01,-9.540434488411037028e-02,0.000000000000000000e+00
2.546875000000000000e+00,-2.301806315405505177e-01,4.959040396456550204e-02,-3.896957530977827600e-01,-7.922673708545478755e-02,0.000000000000000000e+00
2.562500000000000000e+00,-2.212134710958415795e-01,8.100446042219459908e-02,-4.761634977742287833e-01,-8.635834557274449375e-02,0.000000000000000000e+00
2.578125000000000000e+00,-1.614838223651589300e-01,1.239626763689253980e-01,-4.519168013628856451e-01,-8.090442001870054578e-02,0.000000000000000000e+00
2.593750000000000000e+00,-1.677181639846805905e-01,1.283831342682899557e-01,-4.335784906198769106e-01,-4.675191385452384663e-02,0.000000000000000000e+00
2.609375000000000000e+00,-1.833915279152003863e-01,5.855353780868944452e-02,-3.813421350024375767e-01,-2.316681025092225121e-02,0.000000000000000000e+00
2.625000000000000000e+00,-1.613059965899930337e-01,1.381890119430363370e-02,-3.305823783545052130e-01,7.718740471300020688e-03,0.000000000000000000e+00
