t_z,z_t_puf1,z_t_puf2
1.2109375e-09,2.233986282076506e-05,2.3693553532358894e-05
1.2125000000000001e-09,2.3326950177200413e-05,2.142807830471889e-05
1.2140625e-09,2.3947154682384742e-05,1.873232632828844e-05
1.2156250000000001e-09,2.5219346795502316e-05,1.6771417877189702e-05
1.2171875e-09,2.5761708704913493e-05,1.6118183007666398e-05
1.21875e-09,2.600416242317616e-05,1.481472289201157e-05
1.2203125e-09,2.6767789612497694e-05,1.3667031913849537e-05
1.221875e-09,2.6838627084466655e-05,1.3394720182644585e-05
1.2234375e-09,2.669204368734542e-05,1.232364059730402e-05
1.225e-09,2.6336118550288618e-05,1.2208204959354158e-05
1.2265625000000001e-09,2.6022788663719766e-05,1.1217601137883064e-05
1.228125e-09,2.6874018894533057e-05,1.1044303975521838e-05
1.2296875e-09,2.7336437250988587e-05,1.021716524108898e-05
1.23125e-09,2.7333486219264755e-05,1.0260394208984593e-05
1.2328125e-09,2.604679254760822e-05,1.0200558240645427e-05
1.234375e-09,2.6339030467602728e-05,9.811215557705577e-06
1.2359375e-09,2.7063453048221105e-05,9.381922682052799e-06
1.2375000000000001e-09,2.7619594017221758e-05,1.0225478867765128e-05
1.2390625e-09,2.7583589767790733e-05,1.1879866945586684e-05
1.240625e-09,2.8075333444395963e-05,1.325883481095779e-05
1.2421875e-09,2.7542296337113873e-05,1.4393481768864229e-05
1.24375e-09,2.8118519884883218e-05,1.5969385086713428e-05
1.2453125e-09,2.9645430799403256e-05,1.7655904847371858e-05
1.246875e-09,2.9915279084435823e-05,1.8695741380616908e-05
1.2484375000000001e-09,3.1119345628582176e-05,2.0932810000659694e-05
1.25e-09,3.268554219509896e-05,2.2583535276389934e-05
1.2515625000000001e-09,3.330002137865662e-05,2.5624967539177416e-05
1.253125e-09,3.386266191880323e-05,2.891008509622299e-05
1.2546875e-09,3.4246531767212834e-05,3.226103997218949e-05
1.25625e-09,3.5063434967427324e-05,3.382605841755757e-05
1.2578125e-09,3.6276300806100185e-05,3.679744823524726e-05
1.2593750000000001e-09,3.5943475740485775e-05,3.9410485819633184e-05
1.2609375e-09,3.6608287433877304e-05,4.241210837691923e-05
1.2625000000000001e-09,3.631028035494153e-05,4.430615655992769e-05
1.2640625e-09,3.606170321240781e-05,4.6144786963695826e-05
1.265625e-09,3.7018406368689225e-05,4.839150192150556e-05
1.2671875e-09,3.683994991294003e-05,5.121014304467022e-05
1.26875e-09,3.66080635141983e-05,5.3019971569425954e-05
1.2703125000000001e-09,3.595245698211656e-05,5.537246477839869e-05
1.271875e-09,3.607086124056582e-05,5.789778633952543e-05
1.2734375000000001e-09,3.5432588865406594e-05,5.990537663139903e-05
1.275e-09,3.5504234945600915e-05,6.162911178612081e-05
1.2765625e-09,3.5221924592387096e-05,6.34971662507343e-05
1.278125e-09,3.456533702339888e-05,6.542883044032131e-05
1.2796875e-09,3.466783341870719e-05,6.655203267120679e-05
1.28125e-09,3.433775688284244e-05,6.783153168001769e-05
1.2828125e-09,3.4171813502052466e-05,6.792199567365022e-05
1.2843750000000001e-09,3.309308923760188e-05,6.734819331460744e-05
1.2859375e-09,3.3198903880333404e-05,6.797669148757654e-05
1.2875e-09,3.4200563031648896e-05,6.900627220864791e-05
1.2890625e-09,3.462572567573748e-05,6.894098344709049e-05
1.290625e-09,3.499843731403993e-05,7.055561844634771e-05
1.2921875e-09,3.415086352594983e-05,7.182219072552259e-05
1.29375e-09,3.484568276125027e-05,7.196026965121512e-05
1.2953125000000001e-09,3.542981963995623e-05,7.109519132786392e-05
1.296875e-09,3.614891705509208e-05,7.208133417217702e-05
1.2984375000000001e-09,3.555198451058215e-05,7.361262904225809e-05
1.3e-09,3.563844953019213e-05,7.349008882650204e-05
1.3015625e-09,3.5971634435755875e-05,7.360266847246966e-05
1.303125e-09,3.5578595916110746e-05,7.420271458777705e-05
1.3046875e-09,3.535022878795918e-05,7.394281316444053e-05
1.3062500000000001e-09,3.555780072619229e-05,7.43325430742193e-05
1.3078125e-09,3.46112044535121e-05,7.437535435182835e-05
1.3093750000000001e-09,3.375720984586935e-05,7.438951872357302e-05
1.3109375e-09,3.3659118103382994e-05,7.538271128451296e-05
1.3125e-09,3.281307654307704e-05,7.567300386629637e-05
1.3140625e-09,3.240680553618043e-05,7.726193011423747e-05
1.315625e-09,3.2163632145678126e-05,7.78769496627737e-05
1.3171875000000001e-09,3.0906326031482165e-05,7.832749971722975e-05
1.31875e-09,3.060348371779831e-05,7.784096494753216e-05
1.3203125000000001e-09,2.9107803482755184e-05,7.79088871878895e-05
1.321875e-09,2.7518388452259823e-05,7.770220943415724e-05
1.3234375e-09,2.709717743887291e-05,7.847571990405138e-05
1.325e-09,2.632927271467513e-05,7.755463259582274e-05
1.3265625e-09,2.552972176314919e-05,7.72038730865919e-05
1.3281250000000001e-09,2.372962454116135e-05,7.687697675312855e-05
1.3296875e-09,2.2466725253160084e-05,7.720452913144657e-05
1.3312500000000001e-09,2.1951643335164028e-05,7.701569664071882e-05
1.3328125e-09,2.1616211124369785e-05,7.648850038035266e-05
1.334375e-09,2.1511835465133657e-05,7.602369636056726e-05
1.3359375e-09,2.035813547602217e-05,7.589286713128847e-05
1.3375e-09,1.94078927361598e-05,7.619648952901649e-05
1.3390625e-09,1.9651299296584846e-05,7.538225537193732e-05
1.340625e-09,1.96582181638125e-05,7.555566021291554e-05
1.3421875000000001e-09,2.075581139113184e-05,7.509456232654565e-05
1.34375e-09,2.045958514236226e-05,7.492934724429479e-05
1.3453125e-09,1.9190133823553287e-05,7.450375368589488e-05
1.346875e-09,1.9504527617562764e-05,7.393393510072194e-05
1.3484375e-09,1.9230519760787728e-05,7.346914041742898e-05
1.35e-09,1.8248395361291013e-05,7.458626898250692e-05
1.3515625e-09,1.7912860949375676e-05,7.471340830819663e-05
1.3531250000000001e-09,1.7347855929717638e-05,7.340276857686621e-05
1.3546875e-09,1.734378070274042e-05,7.224487375459521e-05
1.3562500000000002e-09,1.6770202436216587e-05,7.23685916168426e-05
1.3578125e-09,1.5696836817177865e-05,7.172785107163907e-05
1.359375e-09,1.5802363645405135e-05,7.146347248326462e-05
1.3609375e-09,1.540340535280736e-05,7.04210816371702e-05
1.3625e-09,1.544067818230008e-05,7.12756654291021e-05
1.3640625000000001e-09,1.5664457205794323e-05,7.193480401893465e-05
1.365625e-09,1.5069207003357255e-05,7.260771674317947e-05
1.3671875000000001e-09,1.565017764186927e-05,7.195410956002389e-05
1.36875e-09,1.5476052926245366e-05,7.169857429929436e-05
1.3703125e-09,1.4939524162570775e-05,7.142677957331004e-05
1.371875e-09,1.4922314752048268e-05,7.147222027280904e-05
1.3734375e-09,1.544756826465659e-05,7.116666245548019e-05
1.3750000000000001e-09,1.4601286601480885e-05,7.13511119578036e-05
1.3765625e-09,1.4229580274745652e-05,7.18404106368882e-05
1.3781250000000001e-09,1.4598232594767238e-05,7.19386257714786e-05
1.3796875e-09,1.4724094352811586e-05,7.197510510731863e-05
1.38125e-09,1.5460489314693477e-05,7.15338336865942e-05
1.3828125e-09,1.6000865062879872e-05,7.355136893439252e-05
1.384375e-09,1.6222061571686194e-05,7.488634118543823e-05
1.3859375000000001e-09,1.631308663470599e-05,7.530239809163113e-05
1.3875e-09,1.5687858328069292e-05,7.500686823421173e-05
1.3890625000000001e-09,1.565174935102341e-05,7.611211854554238e-05
1.390625e-09,1.552884315475944e-05,7.58035531243206e-05
1.3921875e-09,1.6237907003874175e-05,7.612881317278014e-05
1.39375e-09,1.678140550347726e-05,7.700271713986796e-05
1.3953125e-09,1.6570569923369375e-05,7.772804071783001e-05
1.396875e-09,1.576001393609513e-05,7.833140163329553e-05
1.3984375e-09,1.583140996493008e-05,7.777568410718471e-05
1.4000000000000001e-09,1.5098387618711068e-05,7.889008250695492e-05
1.4015625e-09,1.484611336348599e-05,7.927214550393098e-05
1.403125e-09,1.4927089789996554e-05,8.060110566995991e-05
1.4046875e-09,1.4036224490272242e-05,8.173354216988734e-05
1.40625e-09,1.4019320827521255e-05,8.19724830924213e-05
1.4078125e-09,1.382828636884855e-05,8.289764801484644e-05
1.409375e-09,1.4374227795402422e-05,8.378272629255571e-05
1.4109375000000001e-09,1.5424760326780106e-05,8.459404673375526e-05
1.4125e-09,1.4512367982462118e-05,8.54342284660509e-05
1.4140625000000002e-09,1.4707590752403928e-05,8.535153150063791e-05
1.415625e-09,1.5141158371459206e-05,8.594241046578598e-05
1.4171875e-09,1.5192767562798237e-05,8.66981831856061e-05
1.41875e-09,1.4483194697306996e-05,8.807437567698378e-05
1.4203125e-09,1.411777116799731e-05,8.88343864582161e-05
1.4218750000000001e-09,1.4975181597017009e-05,8.922902539801686e-05
1.4234375e-09,1.430673828114705e-05,8.999905994545832e-05
1.4250000000000001e-09,1.4737170341988788e-05,9.139932775945532e-05
1.4265625e-09,1.539025818425574e-05,9.277516854664926e-05
1.428125e-09,1.631732654677233e-05,9.275272848641368e-05
1.4296875e-09,1.6648944256381518e-05,9.232870241925007e-05
1.43125e-09,1.6781676032912963e-05,9.357411770661915e-05
1.4328125000000001e-09,1.7617995866372616e-05,9.471329381337956e-05
1.434375e-09,1.7642683716479705e-05,9.518966317886855e-05
1.4359375000000001e-09,1.868747114222022e-05,9.56896874195669e-05
1.4375e-09,1.9265184621486616e-05,9.462666763814731e-05
1.4390625e-09,1.911468071857147e-05,9.365812758341341e-05
1.440625e-09,1.958606917749452e-05,9.177079526093206e-05
1.4421875e-09,1.8148115349736496e-05,9.073030842752531e-05
1.4437500000000001e-09,1.8682934367168217e-05,8.92514907333251e-05
1.4453125e-09,1.8945503472621554e-05,8.814132998629261e-05
1.4468750000000001e-09,1.8929063658139078e-05,8.796206577400217e-05
1.4484375e-09,1.8788051326867277e-05,8.584567619860328e-05
1.45e-09,1.8988114592824682e-05,8.305884138847833e-05
1.4515625e-09,1.9248388965459318e-05,8.123214834086219e-05
1.453125e-09,2.0060421469150542e-05,7.949085958235317e-05
1.4546875e-09,1.9947511683603966e-05,7.801726055429873e-05
1.45625e-09,2.0256381279751417e-05,7.612653624891614e-05
1.4578125000000001e-09,2.0693452008585902e-05,7.323656078444838e-05
1.459375e-09,2.0062658937859347e-05,7.092950591714181e-05
1.4609375e-09,2.0762157801924677e-05,6.884818027439429e-05
1.4625e-09,2.0915582669605634e-05,6.578306158750754e-05
1.4640625e-09,2.132392510202912e-05,6.27870470922662e-05
1.465625e-09,2.2388694702315e-05,6.041327072150555e-05
1.4671875e-09,2.1883692213607303e-05,5.9205307451490516e-05
1.4687500000000001e-09,2.2207990635025853e-05,5.730705194730003e-05
1.4703125e-09,2.289751636724119e-05,5.5038195329752675e-05
1.4718750000000002e-09,2.3162914755752018e-05,5.230049068583567e-05
1.4734375e-09,2.3273512409749477e-05,5.000588151864573e-05
1.475e-09,2.3602695758515446e-05,4.837991215136243e-05
1.4765625e-09,2.3870992923539976e-05,4.638490831080302e-05
1.478125e-09,2.428627741769435e-05,4.4141631198040066e-05
1.4796875000000001e-09,2.3703199442068732e-05,4.374213199709419e-05
1.48125e-09,2.303338150743186e-05,4.288257613032022e-05
1.4828125000000001e-09,2.2990142622129495e-05,4.148415939042979e-05
1.484375e-09,2.3326635531911826e-05,4.088434085250265e-05
1.4859375e-09,2.2953368060699515e-05,3.988298217798162e-05
1.4875e-09,2.3073548851806994e-05,3.918872726528285e-05
1.4890625e-09,2.3559478600081234e-05,3.85754597525379e-05
1.4906250000000001e-09,2.398030978311729e-05,3.811590415834641e-05
1.4921875e-09,2.3770679371675352e-05,3.691961162045802e-05
1.4937500000000001e-09,2.3237219899195195e-05,3.628041166957237e-05
1.4953125e-09,2.3391075456354242e-05,3.582059614634466e-05
1.496875e-09,2.410095960310954e-05,3.530563813218817e-05
1.4984375e-09,2.3902831771908957e-05,3.440404271160076e-05
1.5e-09,2.5224337357042673e-05,3.3981136000032286e-05
1.5015625000000001e-09,2.552964039873788e-05,3.4065993321278705e-05
1.503125e-09,2.5763587450555828e-05,3.270073078516545e-05
1.5046875000000001e-09,2.6892126622480407e-05,3.240169780051093e-05
1.50625e-09,2.7493762670234996e-05,3.160937318869138e-05
1.5078125e-09,2.8353598367631046e-05,3.117467142935788e-05
1.509375e-09,2.91424935079169e-05,3.145893367454545e-05
1.5109375e-09,2.9443816317607185e-05,3.1204928803650224e-05
1.5125e-09,3.1025952397127236e-05,3.0624356597638364e-05
1.5140625e-09,3.192755958284032e-05,3.0948989371125264e-05
1.5156250000000001e-09,3.1427179299253134e-05,3.0035636436025798e-05
1.5171875e-09,3.303942352831591e-05,2.9392003548994346e-05
1.5187500000000002e-09,3.441811848809961e-05,2.9094118778907028e-05
1.5203125e-09,3.6022551692793244e-05,2.92454343824195e-05
1.521875e-09,3.674605014420636e-05,2.9478506464659976e-05
1.5234375e-09,3.873895459192429e-05,2.8888264344484157e-05
1.525e-09,3.94480765080743e-05,2.8178996329872195e-05
1.5265625000000001e-09,4.1322546552082626e-05,2.7287312514809005e-05
1.528125e-09,4.216899107372389e-05,2.7060291450393142e-05
1.5296875000000002e-09,4.358531731502286e-05,2.8836317497459763e-05
1.53125e-09,4.4017115327485865e-05,2.8165326673845322e-05
1.5328125e-09,4.458037276211204e-05,2.773531352786684e-05
1.534375e-09,4.5723627137382616e-05,2.770683965448258e-05
1.5359375e-09,4.624758716935245e-05,2.7356423166168326e-05
1.5375000000000001e-09,4.649467851087588e-05,2.735483823016504e-05
1.5390625e-09,4.669551379685769e-05,2.807878658517459e-05
1.5406250000000001e-09,4.6035206884126166e-05,2.917176529312786e-05
1.5421875e-09,4.705562191035393e-05,2.9825708270477817e-05
1.54375e-09,4.7114152838760856e-05,3.08810835894707e-05
1.5453125e-09,4.6681971819400495e-05,3.112177735645668e-05
1.546875e-09,4.646376621196438e-05,3.111606938237483e-05
1.5484375000000001e-09,4.6026356695318406e-05,3.246121531273212e-05
1.55e-09,4.667432896569998e-05,3.309301259188389e-05
1.5515625000000001e-09,4.587649115433738e-05,3.388100383367371e-05
1.553125e-09,4.4929184047057965e-05,3.439628417672867e-05
1.5546875e-09,4.401007606451911e-05,3.4204134877892146e-05
1.55625e-09,4.3021413492180905e-05,3.5394376085682874e-05
1.5578125e-09,4.272803535969759e-05,3.653706122439924e-05
1.5593750000000001e-09,4.370606910255082e-05,3.7881657376533266e-05
1.5609375e-09,4.3597242630287155e-05,3.826104105070815e-05
1.5625000000000001e-09,4.436205464474243e-05,3.993305628406576e-05
1.5640625e-09,4.408569687509821e-05,4.075515590416078e-05
1.565625e-09,4.338207735572768e-05,4.1838304905221054e-05
1.5671875e-09,4.3898536868044594e-05,4.187816856244435e-05
1.56875e-09,4.4284258486682455e-05,4.2534994682183384e-05
1.5703125e-09,4.483803391814735e-05,4.3798166737094905e-05
1.571875e-09,4.5417020974398524e-05,4.417077029104788e-05
1.5734375000000001e-09,4.6199123276449666e-05,4.4376273426773265e-05
1.575e-09,4.745345330251364e-05,4.4760348291719316e-05
1.5765625000000002e-09,4.80609420379396e-05,4.5201730208552095e-05
1.578125e-09,4.88195253998639e-05,4.534017308472348e-05
1.5796875e-09,5.018635426334672e-05,4.56002732040879e-05
1.58125e-09,5.094370019207972e-05,4.5894778588216846e-05
1.5828125e-09,5.10194023113883e-05,4.527100545564349e-05
1.5843750000000001e-09,5.087526365762945e-05,4.4679797305683624e-05
1.5859375e-09,5.148348563005016e-05,4.470612863126809e-05
1.5875000000000002e-09,5.1669961353277146e-05,4.490315097595243e-05
1.5890625e-09,5.133752954219436e-05,4.442338082471616e-05
1.590625e-09,5.072146637132351e-05,4.41650440790419e-05
1.5921875e-09,5.108942994763201e-05,4.4396932088296594e-05
1.59375e-09,5.140008475820718e-05,4.417248961223736e-05
1.5953125000000001e-09,5.167944717516018e-05,4.3944166925521194e-05
1.596875e-09,5.15441978349413e-05,4.3375618289820056e-05
1.5984375000000001e-09,5.15903724414526e-05,4.341878491983112e-05
1.6e-09,5.031281633874801e-05,4.303864446514636e-05
1.6015625e-09,5.001970861610231e-05,4.213898749717755e-05
1.603125e-09,4.9919180020204575e-05,4.2121172631105895e-05
1.6046875e-09,4.9592642879652225e-05,4.1682648921938054e-05
1.6062500000000001e-09,4.855938081738041e-05,4.112771218403993e-05
1.6078125e-09,4.699131818314254e-05,4.040133595547301e-05
1.6093750000000001e-09,4.65359837465731e-05,3.896371150818784e-05
1.6109375e-09,4.580682546836574e-05,3.8932851942151976e-05
1.6125e-09,4.560376565343744e-05,3.946850296141785e-05
1.6140625e-09,4.5706096993063144e-05,3.8252744753526684e-05
1.615625e-09,4.603335036947892e-05,3.9098496382894035e-05
1.6171875000000001e-09,4.570401397301272e-05,3.878343039817185e-05
1.61875e-09,4.445620365730132e-05,3.862071033387501e-05
1.6203125000000001e-09,4.4217909741671115e-05,3.774312842170516e-05
1.621875e-09,4.314461768474553e-05,3.711002798660626e-05
1.6234375e-09,4.2611219587146815e-05,3.686263171178367e-05
1.625e-09,4.209105029903486e-05,3.7112569604335615e-05
1.6265625e-09,4.1196743201339436e-05,3.670262582709827e-05
1.628125e-09,4.058161153155809e-05,3.6701330812056445e-05
1.6296875e-09,3.964356386472729e-05,3.597755646028577e-05
1.6312500000000001e-09,3.857050695228124e-05,3.5547510187178085e-05
1.6328125e-09,3.795854905637096e-05,3.537073576171822e-05
1.6343750000000002e-09,3.70089410002592e-05,3.534875686205077e-05
1.6359375e-09,3.585327212619733e-05,3.530874117345076e-05
1.6375e-09,3.454934444173278e-05,3.471755862781759e-05
1.6390625e-09,3.41381826199838e-05,3.401230279645373e-05
1.640625e-09,3.470817275974681e-05,3.3795570537551005e-05
1.6421875000000001e-09,3.399625389955589e-05,3.3374690367816126e-05
1.64375e-09,3.400988540005542e-05,3.255715515139937e-05
1.6453125000000002e-09,3.449356843814578e-05,3.216304261277007e-05
1.646875e-09,3.438341864873778e-05,3.141305530017994e-05
1.6484375e-09,3.474923731601789e-05,3.079329435961646e-05
1.65e-09,3.3600499412847066e-05,3.093045611175572e-05
1.6515625e-09,3.4032421849046325e-05,2.9822469710288853e-05
1.6531250000000001e-09,3.425737218794368e-05,2.866814418392694e-05
1.6546875e-09,3.515724510019632e-05,2.8618334375470508e-05
1.6562500000000001e-09,3.535027686761445e-05,2.7157728942286233e-05
1.6578125e-09,3.561505939020805e-05,2.6191438725364178e-05
1.659375e-09,3.482823379679229e-05,2.4806124915486418e-05
1.6609375e-09,3.4261223337168315e-05,2.4602835191819288e-05
1.6625e-09,3.399293516050256e-05,2.3103585352622526e-05
1.6640625000000001e-09,3.4010950146070174e-05,2.272867763744609e-05
1.665625e-09,3.436486587827671e-05,2.1722170139481554e-05
1.6671875000000001e-09,3.444672812288087e-05,2.062351374331449e-05
1.66875e-09,3.455453158367544e-05,1.9933447960157114e-05
1.6703125e-09,3.429410231521042e-05,1.7981231609855067e-05
1.671875e-09,3.411588232038691e-05,1.860151308743843e-05
1.6734375e-09,3.379738698010023e-05,1.8467385677032213e-05
1.6750000000000001e-09,3.2919710563757134e-05,1.731547414824614e-05
1.6765625e-09,3.2285318483412555e-05,1.6733308160640035e-05
1.6781250000000001e-09,3.093169981368642e-05,1.6132896844560555e-05
1.6796875e-09,2.982986135645538e-05,1.545894918622393e-05
1.68125e-09,2.8678965364216228e-05,1.4615033647919977e-05
1.6828125e-09,2.8528030843815446e-05,1.3681069767312026e-05
1.684375e-09,2.822589156996944e-05,1.3320780583321306e-05
1.6859375000000001e-09,2.783734480218816e-05,1.2442053397200106e-05
1.6875e-09,2.703130903026999e-05,1.270348579034574e-05
1.6890625000000001e-09,2.7157554044530484e-05,1.3109474302230472e-05
1.690625e-09,2.7427764650372158e-05,1.3918626097517767e-05
1.6921875000000002e-09,2.7646834306764516e-05,1.441992816983415e-05
1.69375e-09,2.746530200390207e-05,1.5075481693745554e-05
1.6953125e-09,2.7135400810040726e-05,1.5099993012842077e-05
1.696875e-09,2.718295435487263e-05,1.57405460742937e-05
1.6984375e-09,2.7591853164751294e-05,1.6227190510286334e-05
1.7000000000000001e-09,2.851041049841324e-05,1.582995228372856e-05
1.7015625e-09,2.9253662838154267e-05,1.7556023474496228e-05
1.7031250000000002e-09,2.9461154271080537e-05,1.8213836559655373e-05
1.7046875e-09,2.9749824759528264e-05,1.8566086599446955e-05
1.70625e-09,3.0845637783364885e-05,1.923389451790748e-05
1.7078125e-09,3.118020010614531e-05,2.045490666022622e-05
1.709375e-09,3.13315693545639e-05,2.182985903741013e-05
1.7109375000000001e-09,3.1805709788047386e-05,2.1788339950810393e-05
1.7125e-09,3.1458351365372625e-05,2.1701091360127045e-05
1.7140625000000001e-09,3.061498328716115e-05,2.320276081850908e-05
1.715625e-09,2.9623266203994036e-05,2.3693041305350716e-05
1.7171875e-09,2.912709040833466e-05,2.4433665149047774e-05
1.71875e-09,2.9424667951705114e-05,2.5096588432330007e-05
1.7203125e-09,2.9162589260081704e-05,2.4884235639539837e-05
1.7218750000000001e-09,2.992990439547231e-05,2.488752638621961e-05
1.7234375e-09,2.9914374644893872e-05,2.487515741081954e-05
1.7250000000000001e-09,3.00748216730734e-05,2.3582928805405978e-05
1.7265625e-09,3.0036407011266553e-05,2.3869672219138035e-05
1.728125e-09,2.996516571423554e-05,2.3886392011282483e-05
1.7296875e-09,3.020418426947376e-05,2.3016860598677758e-05
1.73125e-09,3.0471852526846603e-05,2.3237335144121878e-05
1.7328125000000001e-09,3.0516156149720423e-05,2.3053250173964804e-05
1.734375e-09,3.107642036383304e-05,2.282615099697491e-05
1.7359375000000001e-09,3.170327067405917e-05,2.331782949260959e-05
1.7375e-09,3.2471371786958446e-05,2.386020192698791e-05
1.7390625000000002e-09,3.259085006233479e-05,2.4679370554485512e-05
1.740625e-09,3.220636573104788e-05,2.4916618312062456e-05
1.7421875e-09,3.182181772870145e-05,2.4956233491096486e-05
1.7437500000000001e-09,3.033598769736099e-05,2.566517326686249e-05
1.7453125e-09,2.9975961621246712e-05,2.635237197943602e-05
1.7468750000000001e-09,2.9804039004241376e-05,2.6378552345466444e-05
1.7484375e-09,2.836072071550077e-05,2.6909227166927667e-05
1.7500000000000002e-09,2.85174089680384e-05,2.683080024997226e-05
1.7515625e-09,2.8381328981384687e-05,2.759941926690834e-05
1.753125e-09,2.908702220723152e-05,2.841098835772891e-05
1.7546875e-09,2.8550293175871915e-05,2.8949292414820256e-05
1.75625e-09,2.9019781033041977e-05,2.958726127910223e-05
1.7578125000000001e-09,2.9085625405619884e-05,3.018616813005154e-05
1.759375e-09,2.9585393190001576e-05,3.1023351083682265e-05
1.7609375000000002e-09,3.0166691199808197e-05,3.1253164858421484e-05
1.7625e-09,3.011568254246758e-05,3.212939002548222e-05
1.7640625e-09,2.9725653531398287e-05,3.280110256829244e-05
1.765625e-09,2.8579011362315435e-05,3.292126205083543e-05
1.7671875e-09,2.8306868135497114e-05,3.34798007745106e-05
1.7687500000000001e-09,2.7847666970421393e-05,3.408869487479145e-05
1.7703125e-09,2.83259272409889e-05,3.543044345612612e-05
1.7718750000000001e-09,2.7989197484928698e-05,3.352155358052141e-05
1.7734375e-09,2.7985320956658515e-05,3.437169351706734e-05
1.775e-09,2.802145774461238e-05,3.52811440660842e-05
1.7765625e-09,2.8276930141668553e-05,3.5607589596631656e-05
1.778125e-09,2.8736840216863252e-05,3.589461272198851e-05
1.7796875000000001e-09,2.8885589012968505e-05,3.543029653142553e-05
1.78125e-09,2.9529307668566966e-05,3.5603448948151954e-05
1.7828125000000001e-09,3.0297537807832713e-05,3.6429872278311e-05
1.784375e-09,3.130525894878359e-05,3.614554866463849e-05
1.7859375e-09,3.184358155093998e-05,3.640447860405831e-05
1.7875e-09,3.250821078016336e-05,3.632399789129448e-05
1.7890625e-09,3.3224488152395926e-05,3.564826368848435e-05
1.7906250000000001e-09,3.3702729973624424e-05,3.5355174895849e-05
1.7921875e-09,3.34797522178026e-05,3.4944052068248445e-05
1.7937500000000001e-09,3.342473829220752e-05,3.328908966839537e-05
1.7953125e-09,3.297762554277581e-05,3.314342512242027e-05
1.7968750000000002e-09,3.303629012870823e-05,3.2764897655520174e-05
1.7984375e-09,3.324702687092494e-05,3.2717253752489356e-05
1.8e-09,3.295596741832468e-05,3.241394691283454e-05
1.8015625000000001e-09,3.255515774709199e-05,3.086100189418077e-05
1.803125e-09,3.313830313185461e-05,2.961672942306183e-05
1.8046875000000001e-09,3.332732125745703e-05,2.8855146754997898e-05
1.80625e-09,3.307982078806568e-05,2.7807019385282025e-05
1.8078125000000002e-09,3.466707921931435e-05,2.6677728194580456e-05
1.809375e-09,3.520524317774405e-05,2.567670669026109e-05
1.8109375e-09,3.679340317140014e-05,2.3990605390751607e-05
1.8125e-09,3.789593532199051e-05,2.3070701283403375e-05
1.8140625e-09,3.9066998149376366e-05,2.1347694619216496e-05
1.8156250000000001e-09,4.09504938227181e-05,2.047179243150905e-05
1.8171875e-09,4.231815509241737e-05,1.914180396651617e-05
1.8187500000000002e-09,4.3815822370200556e-05,1.786126790665984e-05
1.8203125e-09,4.563747296544381e-05,1.864122377208356e-05
1.821875e-09,4.6640750771859816e-05,1.865588352409797e-05
1.8234375e-09,4.732373653671338e-05,1.8429061919270207e-05
1.825e-09,4.835971878578312e-05,1.9586284489707672e-05
1.8265625000000001e-09,4.881492500011888e-05,1.9404535986603014e-05
1.828125e-09,5.0171537686627486e-05,2.0404573844865018e-05
1.8296875000000002e-09,5.07940834832647e-05,2.1550918166770467e-05
1.83125e-09,5.1793985636496455e-05,2.101677809590009e-05
1.8328125e-09,5.2489901123007286e-05,2.2320509997767612e-05
1.834375e-09,5.1928136512422035e-05,2.2737111481671983e-05
1.8359375e-09,5.2372303895693663e-05,2.2856952341253508e-05
1.8375000000000001e-09,5.2417263724058436e-05,2.3753186095822303e-05
1.8390625e-09,5.299303355690731e-05,2.470683370407937e-05
1.8406250000000001e-09,5.404583362780388e-05,2.5693225922636027e-05
1.8421875e-09,5.61861664553764e-05,2.6622943813000488e-05
1.84375e-09,5.746325703359444e-05,2.8287226059067192e-05
1.8453125e-09,5.76321589993228e-05,2.908927353489558e-05
1.846875e-09,5.791739996252568e-05,3.208677496820677e-05
1.8484375000000001e-09,5.992007223440498e-05,3.402864904442114e-05
1.85e-09,6.090371015805887e-05,3.645759671478328e-05
1.8515625000000001e-09,6.222888373524704e-05,3.9910224733334124e-05
1.853125e-09,6.278101454284228e-05,4.273836895812277e-05
1.8546875000000002e-09,6.387666420850548e-05,4.552924000818286e-05
1.85625e-09,6.369438660912911e-05,4.825289020031683e-05
1.8578125e-09,6.38884775224458e-05,5.034876398037892e-05
1.8593750000000001e-09,6.361194636456417e-05,5.3881771201089156e-05
1.8609375e-09,6.421939110356825e-05,5.7261205038996415e-05
1.8625000000000001e-09,6.418001017981284e-05,6.035820505386715e-05
1.8640625000000003e-09,6.476488941133197e-05,6.265691951550023e-05
1.865625e-09,6.606001963097881e-05,6.55022505251582e-05
1.8671875e-09,6.637376022280335e-05,6.855511626676665e-05
1.86875e-09,6.693176396619308e-05,7.158619755463883e-05
1.8703125e-09,6.689043643643551e-05,7.485293150306557e-05
1.871875e-09,6.749140824129798e-05,7.879928533282848e-05
1.8734375e-09,6.701691855194745e-05,8.15576510600665e-05
1.8750000000000002e-09,6.715808615005319e-05,8.400332775723847e-05
1.8765625e-09,6.713873755377853e-05,8.59449917590767e-05
1.878125e-09,6.641707646672772e-05,8.893846881372331e-05
1.8796875e-09,6.590852469589136e-05,9.103450505969839e-05
1.88125e-09,6.563573581667052e-05,9.393245242541078e-05
1.8828125e-09,6.533521936712674e-05,9.632472528512099e-05
1.884375e-09,6.489034033412527e-05,9.835578435390694e-05
1.8859375000000002e-09,6.447421651727978e-05,9.926527948584735e-05
1.8875e-09,6.464783062595214e-05,0.0001006374110261949
